,댓글,작성자,작성시간
11809,테이.저권.푸.푸쉬식.테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식,c b,34:18
11810,상수형님 항상 방송으로 싸움잘하시는척 하시는데요 정말 싸움잘하시는거 맞으신가요? 말로만 싸울까?다이깰래? 말씀하시는데 신뢰가 안가서 말씀드립니다..,막꾸도나루토,34:18
11811,상하,Noah_노아💖,34:18
11812,상수님 빵빠레 좋아하시니요,김성우,34:18
11813,찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요찬송불러주세요,김기자,34:18
11814,최영우 개쉐이야 보고있는거 다안다최영우 개쉐이야 보고있는거 다안다최영우 개쉐이야 보고있는거 다안다최영우 개쉐이야 보고있는거 다안다최영우 개쉐이야 보고있는거 다안다최영우 개쉐이야 보고있는거 다안다,ᄏᄏᄅ,34:18
11815,여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요,김태현,34:18
11816,상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요,정록 오,34:18
11817,상수궁디,이름 없다,34:19
11818,김재원 화이팅 해주세요 김재원 화이팅 해주세요 김재원 화이팅 해주세요,김종현,34:19
11819,연일 정씨라고요?,요맨요맨,34:19
11820,이태원 아니고 나이트 아님:white_question_mark:,와플,34:19
11821,//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////규빈이 화이팅 해주십쇼///////////////////////////,피처빅,34:19
11822,안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@안 궁금하다 상수야 지금 사는곳 맛집이나 말해라@@,king geun,34:19
11823,상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면.,구구,34:20
11824,상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요,몬캣,34:20
11825,어디사냐,김보곤,34:20
11826,카메라 구려요,Huisung Kim,34:20
11827,상수야 너 이태원 게이클럽 앞 또지나다니면 가만히 안둔다 조심해라 상수야 너 이태원 게이클럽 앞 또지나다니면 가만히 안둔다 조심해라 상수야 너 이태원 게이클럽 앞 또지나다니면 가만히 안둔다 조심해라 상수야 너 이태원 게이클럽 앞 또지나다니면 가만히 안둔다 조심해라 상수야 너 이태원 게이클럽 앞 또지나다니면 가만히 안둔다 조심해라 ,Tenor yoo,34:21
11828,상수형님 제가 오랜만에 와서 그런데 집이 엄청 깨끗하고 좋네요 이사하셨나요? 상수형님 제가 오랜만에 와서 그런데 집이 엄청 깨끗하고 좋네요 이사하셨나요?,갱스터TV,34:21
11829,도배하는 애들 강퇴해주세요,올니,34:21
11830,호,희범,34:21
11831,도배 벤해요,예의 바른 고양이,34:22
11832,상수야 면도좀해라,Isaac,34:22
11833,상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면.,구구,34:22
11834, 필로소퍼없어서 매일 방송키냐? 평상시에 켜라할때는 드럽게안켜면서 니가 필요할때만 방송키는건 뭔데,그뤠이,34:22
11835,얼굴믿고 나대지 마라,dylantp,34:23
11836,신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요신태일 사랑합니다 해주세요,대구1번,34:23
11837,상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요 상수님 마약 하시는거 해명하세요상수님 마약 하시는거 해명하세요,정록 오,34:23
11838,상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요,몬캣,34:23
11839,이태원 게이바 좀 그만다녀라 게이 상수야,𝙳𝚄𝙽𝙷𝙸𝙻𝙻,34:23
11840,정상수 대가리 뉴트리아 빡빡이새기,잼민이 유튜브,34:24
11841,형뒤에 누구야,아으,34:24
11842,박금비 화이팅,정영호,34:24
11843,//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////규빈이 화이팅 해주십쇼///////////////////////////,피처빅,34:24
11844,이태원 이슬람 사원에서 기도하신적 있으신가요?,MIN STUDY,34:24
11845,상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면. 상수야 골목길 조심해라 뒤지기 싫으면.상수야 골목길 조심해라 뒤지기 싫으면.,구구,34:25
11846,알200 아시나요?,헬로베이비,34:25
11847,형님께서 다음 작곡에 필요하시다고 중독성 약한 펜타닐 준비해달라고 했잖습니까 빨리 임금 좀 해주십쇼,Водка,34:25
11848,아ㅏ,CHOI JH,34:25
11849,캐롤 불러주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,34:25
11850,상수형님 제가 오랜만에 와서 그런데 집이 엄청 깨끗하고 좋네요 이사하셨나요?,갱스터TV,34:25
11851,이태원에서도 체포되신 적 있으신가요?,전승호,34:26
11852,이태원 이슬람사원 지나다니지 마라 눈에띄면 혼난다,최승후,34:26
11853,윤지원화이팅해주세요!ㅇ윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!ㅇ윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!ㅇ윤지원화이팅해주세요!윤지원화이팅해주세요!ㅇ윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요!윤지원화이팅해주세요,지원,34:26
11854,상수형님 항상 방송으로 싸움잘하시는척 하시는데요 정말 싸움잘하시는거 맞으신가요? 말로만 싸울까?다이깰래? 말씀하시는데 신뢰가 안가서 말씀드립니다..,막꾸도나루토,34:26
11855,테이.저권.푸.푸쉬식.테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식테이.저권.푸.푸쉬식,c b,34:27
11856,——————————————————————————승복아 새해복 많이 받으라고 해주세요 상수형 새해복 많이 받으세요,자 지왕,34:27
11857,도배하는 애들 강퇴해주세요,올니,34:28
11858,:white_question_mark::white_question_mark::white_question_mark:,와플,34:28
11859,헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉헉헉헉헉헉헉헉헉헠헉헉,컽,34:29
11860,왜 연일정씨에요 하필 왜 연일정씨에요 하필,어쩌라고,34:29
11861,상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요 상수님 발기부전이신가요,몬캣,34:29
11862,캐롤 불러주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,34:29
11863,여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요여주중 김태현 화이팅해주세요,김태현,34:29
11864,박금비 화이팅,정영호,34:30
11865,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,헤이,34:30
11866,상수형님 제가 오랜만에 와서 그런데 집이 엄청 깨끗하고 좋네요 이사하셨나요?,갱스터TV,34:30
11867,스,김성우,34:30
11868,상수형 이사함?,자진모리장단,34:30
11869,구라치지 마라,dylantp,34:30
11870,북방코끼리바다표범 화이팅 해주세요,RS_렉건,34:30
11871,포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘포경해줘,굴복하라 나의힘에,34:31
11872,캐롤 불러주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,One Day More,34:31
